Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
51034_EMPATHY_child_SS.docx,1,304,11.74,32.65,31.48,76.39,30.4,9.54,87.83,74.67,51.97,19.41,13.16,6.58,0,2.96,3.62,0,6.25,17.11,2.96,7.57,4.93,11.51,0.99,4.28,3.95,22.04,5.92,7.89,1.97,1.32,0.66,0,13.16,2.3,10.86,3.62,1.97,0.66,2.96,0,1.64,0.33,7.57,5.59,1.97,4.61,2.96,1.64,0,0.33,1.32,0,10.53,2.63,0,0,0,0,1.64,7.89,0.99,0.33,1.32,3.29,0.33,0,0,0.33,2.63,0.99,0,1.64,0,0,3.62,0,0,0,0,0.33,0,0.66,1.32,0,0,0.33,0,0,0,0.33,0,0.66,8.88,8.22,0,2.96,1.97,1.32,0,2.3,2.96,4.28,6.25,3.29,7.57,0,2.63,4.93,0,6.58,0,0,2.96,0,3.62,0
51073_EMPATHY_child_CK.docx,1,336,42.52,56.04,2.36,13.81,112,11.61,81.55,68.75,46.43,13.39,7.44,2.38,0,0,4.17,0.6,5.95,13.39,3.57,5.06,8.33,6.55,4.17,5.95,0.89,17.86,5.95,5.36,3.87,1.79,1.79,0.3,16.96,1.49,15.48,3.27,4.76,2.38,3.87,0.3,1.19,0,7.44,3.27,3.87,3.57,0.6,2.68,0.3,1.19,1.19,0,12.5,5.95,0.89,0,0.3,0,3.87,7.14,0.89,0,3.27,1.79,0,0,0,0,1.79,1.79,0,0,0,0,2.08,0,0,0,0,0,0,1.19,0.89,0,1.79,0.89,0,0,0,0.6,0,0,5.06,6.55,0,2.38,2.08,0.89,0,1.19,2.38,3.87,5.06,1.19,7.14,0.6,2.98,3.27,0.89,2.98,0,0,0.6,0,2.38,0
51032_EMPATHY_child_MM.docx,1,199,16.04,52.05,4.12,96.02,66.33,9.05,85.93,75.38,55.28,14.07,6.03,1.51,0,1.01,3.02,0,8.04,23.62,3.52,13.07,4.02,13.07,1.51,5.03,3.52,21.11,7.04,13.07,4.52,3.02,1.01,0.5,9.05,3.02,6.03,1.51,1.01,0,2.51,0,2.01,0,9.05,7.54,1.51,4.52,3.02,1.51,0,1.01,0.5,0,11.56,4.02,1.51,1.01,0.5,0,1.01,8.04,1.01,1.51,3.52,0.5,0,0,0,0,1.51,1.51,0,0,0,0,1.01,0,0,0,0,0,0,1.01,0,0,0,0.5,0,0,0,0.5,0,0,7.54,7.04,0,2.01,3.02,1.51,0,1.01,1.51,2.01,8.54,3.02,6.53,0,1.51,5.03,0,3.52,0,1.51,1.01,0,1.01,0
51057_EMPATHY_child_CK.docx,1,101,2.47,51.87,9.49,99,25.25,10.89,92.08,84.16,58.42,26.73,15.84,4.95,0,0.99,6.93,2.97,10.89,21.78,6.93,3.96,2.97,12.87,0.99,7.92,3.96,23.76,13.86,3.96,1.98,1.98,0,0,16.83,0.99,15.84,4.95,5.94,0,0.99,0,3.96,0,11.88,10.89,0.99,9.9,8.91,0.99,0,0,0.99,0,16.83,2.97,0,0,0,0,0.99,13.86,1.98,0,5.94,2.97,0,0,0,0,0.99,0.99,0,0,0,0,1.98,0,0,0,0,0,0,1.98,0,0,0,0.99,0,0,0,0,0,0,9.9,2.97,0,0.99,0,1.98,0,0,2.97,3.96,10.89,0,0.99,0,0.99,0,0,9.9,0,0,2.97,0,6.93,0
51016_EMPATHY_child_MM.docx,1,290,33.8,71.88,1.14,20.23,96.67,10.69,88.97,76.21,53.45,15.17,10,1.03,0.69,0.34,7.24,0.34,5.17,17.24,3.79,7.59,8.28,10.69,1.72,4.14,2.41,16.9,4.14,7.93,3.79,2.76,0.34,0.69,17.59,4.48,13.1,3.79,1.03,0.69,5.17,0,3.45,0,5.52,2.76,2.76,2.76,0.69,2.07,0,0.69,1.38,0,15.52,4.14,0.34,0,0,0,2.41,11.38,1.03,1.03,4.83,3.45,0,0,0,0,2.07,2.07,0,0,0,0,2.07,0,0,0,0,0,0,0.69,1.38,0,0,0.69,1.72,0,0,0,0.34,0,7.24,7.93,0.34,1.03,2.76,1.03,0,3.1,1.38,0.69,7.59,2.41,13.1,0.34,4.48,8.28,0,2.76,0,0,0.69,0,2.07,0
51008_EMPATHY_child_SS.docx,1,162,22.46,65.53,2.63,38.04,162,9.88,87.65,69.75,56.17,18.52,9.26,1.23,0,1.23,6.17,0,9.26,27.78,0.62,14.2,8.02,7.41,1.85,3.7,3.7,15.43,3.7,14.2,3.7,1.85,1.23,0.62,15.43,3.7,11.73,3.09,4.32,0,2.47,0,1.85,0,7.41,4.32,3.09,3.7,0.62,3.09,0,1.23,1.23,0,14.2,4.94,0.62,0,0.62,0,3.09,9.88,1.23,0,3.09,3.09,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,2.47,0,0,0,1.85,0,0,0,0,0,0,6.79,8.02,0,1.85,3.09,0,0.62,2.47,2.47,3.09,5.56,1.85,1.85,0,1.23,0.62,0,2.47,0,0,0,0,2.47,0
51048_EMPATHY_child_MM.docx,1,165,36.2,18.66,1.91,89.35,41.25,7.27,91.52,78.79,55.76,9.09,6.06,1.82,0,0,3.64,0,3.03,23.64,3.03,12.73,7.27,10.91,3.64,4.24,3.64,16.36,6.06,15.76,3.64,0.61,3.03,0,16.36,6.67,9.7,2.42,1.82,1.21,1.82,0,3.03,0,10.91,7.88,3.03,2.42,1.21,1.21,0,0.61,0.61,0,8.48,4.24,0.61,0,1.82,0,1.21,4.24,0,0,0.61,3.03,0,0,0,0,1.82,1.82,0,0,0,0,2.42,0,0,0,0,0,0,2.42,0,0,0.61,1.21,0,0,0,0,0.61,0,14.55,5.45,0,1.82,1.82,1.21,0,0.61,0.61,0,9.7,1.82,12.73,0,4.24,8.48,0,3.03,0,0.61,1.82,0,0.61,0
51072_EMPATHY_child_SS.docx,1,534,25.41,54.58,1,39.3,66.75,5.99,87.08,78.84,47.94,15.92,12.17,3,0.19,0.75,7.12,0.94,3.75,19.1,2.62,9.93,5.81,7.49,3.75,4.12,2.43,17.6,10.11,10.3,2.62,2.25,0.19,0.19,10.86,2.06,8.8,1.5,1.87,1.87,1.12,0.37,2.81,0,9.55,5.24,3.93,5.62,1.31,3.93,0,0.19,3.56,0,13.86,4.31,1.5,0,0,0,1.87,9.74,0.37,0,3.93,3.37,0,0,0,0,1.87,0.94,0.37,0.56,0,0,2.25,0.56,0.56,0,0,0,0,1.12,0.37,0.56,0.19,1.12,0,0,0,0.19,0,0,9.36,6.55,0.37,2.06,1.12,1.69,0.94,0.75,1.69,1.12,7.12,1.69,14.79,0.37,5.81,7.68,0.94,4.12,0,0,1.31,0,2.81,0
51026_EMPATHY_child_SS.docx,1,794,1.92,5.52,51.94,32.45,66.17,7.05,87.28,79.22,55.16,21.79,17.76,10.96,0,3.65,3.02,0.13,4.03,11.71,1.39,4.16,7.18,14.11,5.79,4.28,6.55,29.85,5.42,4.53,2.77,1.01,1.64,0.13,18.26,3.53,14.74,4.41,1.26,3.15,2.77,2.14,3.02,0.13,4.41,2.64,1.76,1.76,0.25,1.51,0.38,0,1.01,0,11.96,4.03,0.63,0.63,0,0.13,2.39,7.93,0.76,0.25,2.02,1.64,0.13,0,0,0.13,1.01,0.38,0,0.25,0.25,0.13,0.63,0.13,0.13,0,0,0,0,0,0.5,0.25,2.02,1.51,0,0,0,1.51,0.13,0,11.08,8.56,0,2.14,2.52,2.52,0.13,1.76,1.51,2.52,9.82,4.66,6.42,0.13,3.53,2.9,0,10.2,0,0,1.39,0,8.82,0
51014_EMPATHY_child_MM.docx,1,199,43.87,94.11,2.77,2.82,24.88,8.04,88.44,73.87,55.28,16.08,10.55,1.01,0.5,3.02,5.03,1.01,5.53,20.1,5.53,9.05,9.55,10.55,4.02,2.01,1.01,20.6,5.53,9.55,6.03,4.02,1.51,0.5,11.06,2.01,9.05,2.51,0.5,2.01,1.51,0.5,3.02,0,5.03,1.01,3.52,3.52,0,3.02,0,1.01,2.01,0,17.59,5.53,1.51,0,0,0,3.52,13.57,2.01,0,2.51,4.02,0,0,0,0,2.01,0,0,2.01,0,0,2.01,0,0,0,0,0,0,0,2.01,0,0,2.01,0,0,0,1.01,0,0.5,5.53,8.04,0.5,2.51,3.02,1.51,0,1.01,2.51,1.01,8.54,3.02,4.52,0.5,0.5,3.02,0.5,5.53,0,0,3.52,0,2.01,0
51043_EMPATHY_child_CK.docx,1,199,8.5,31.62,11.69,67.71,39.8,8.54,93.47,80.9,57.79,21.61,8.54,4.02,0.5,0,4.02,0,13.07,30.15,3.52,16.08,3.02,12.56,4.02,1.01,2.01,21.11,12.06,20.1,2.01,1.01,1.01,0,10.05,1.51,8.54,4.02,0.5,0,3.02,0.5,1.01,0,9.55,6.03,3.02,6.03,3.52,2.01,0,0.5,1.51,0,7.54,2.51,0.5,0,0,0,1.01,5.03,0,0,1.51,2.51,0,0,0,0,4.02,2.51,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,1.01,0,0.5,11.56,5.53,0,3.02,0.5,0.5,0,1.51,3.02,2.01,9.05,3.02,7.04,0.5,4.02,2.01,0.5,7.04,0,0,2.01,0,5.03,0
51086_EMPATHY_child_SS.docx,1,361,6.22,32.28,81.17,72.32,24.07,4.71,92.52,84.21,62.6,22.44,12.74,6.37,0,3.88,2.22,0.28,9.7,20.78,2.77,11.08,7.76,12.19,4.99,4.71,3.05,25.48,6.65,11.91,1.66,0.28,1.39,0,9.97,1.66,8.03,2.22,2.77,0.83,0.55,0,2.49,0,6.65,4.99,1.66,4.43,2.77,1.66,0,0.83,0.28,0,8.86,2.22,0.28,0,0,0.28,0.55,6.65,0.28,0,1.39,1.11,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,3.05,0,2.22,0,0,0,0.55,0,0.28,11.63,9.97,0,3.6,6.93,1.11,0,0.28,4.43,2.22,8.59,4.43,5.26,0,3.6,1.66,0,10.8,0,0,3.88,0,6.93,0
51022_EMPATHY_child_CK.docx,1,207,5.49,94.95,1,41.62,51.75,5.31,91.79,81.64,54.11,22.71,16.91,2.42,0,1.93,12.56,0,5.8,10.63,5.31,0,9.18,11.59,4.35,11.59,1.93,22.71,10.63,1.93,5.31,3.38,1.93,0,11.11,0.48,10.63,2.42,4.35,1.45,0,0,3.38,0,12.08,6.76,5.31,8.21,2.9,5.31,0,1.93,2.42,0,21.26,2.9,0,0,0,0,1.93,18.36,3.38,0,10.63,5.8,0,0,0,0,1.93,1.93,0,0,0,0,4.83,0.97,0.97,0,0,0,0,2.9,0.48,0,0.48,2.9,0,0,0,0.48,0,0,3.38,4.83,0.48,2.42,0.48,0.97,0,0.97,1.45,3.38,11.59,0.97,5.8,0,2.42,1.93,1.45,9.66,0,0,1.45,0,8.21,0
51005_EMPATHY_child_SS.docx,1,134,43.68,62.2,19.76,20.23,134,11.19,85.07,69.4,50.75,6.72,5.97,0.75,0,0,5.22,0,0.75,24.63,0.75,21.64,5.22,11.94,0.75,2.99,2.24,22.39,3.73,22.39,6.72,5.97,0,0.75,8.21,0.75,7.46,2.24,0,0,2.99,0.75,2.99,0,3.73,1.49,1.49,2.99,0.75,1.49,0,1.49,0,0,14.93,5.22,0.75,0,0.75,0,2.99,9.7,1.49,2.99,2.24,3.73,0,0,0,0,1.49,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,4.48,14.18,0,5.22,6.72,0,0,2.24,0.75,0,5.97,4.48,5.22,0,3.73,1.49,0,1.49,0,0,0,0,1.49,0
51081_EMPATHY_child_SS.docx,1,225,24.22,66.21,6.52,39.67,225,11.56,87.56,72.89,54.67,15.56,9.78,1.78,0,0,7.11,0.89,5.78,20.44,2.67,10.67,7.56,12.89,2.22,4.44,0.89,20.44,5.33,10.67,2.22,1.78,0.44,0,16,3.11,12.89,4.89,1.33,0,4.44,0,2.22,0,8.44,4.89,3.56,4.44,0.89,3.56,0,0.89,2.67,0,12,3.11,0.44,0,0,0,1.33,9.33,0.89,0,1.33,6.22,0,0,0,0,0.44,0,0,0.44,0,0,3.11,0,0,0,0,0,0,2.67,0,0.89,0,0,0,0,0,0.44,0,0,6.67,10.22,0,2.22,3.11,0.44,0.44,4,2.67,1.78,7.11,4.44,6.67,0,5.78,0.89,0,1.33,0,0,0,0,1.33,0
51021_EMPATHY_child_SS.docx,1,162,2.73,13.82,35.34,38.04,162,3.09,98.77,96.3,62.96,20.99,17.9,10.49,0,3.7,3.7,0,3.09,22.84,1.23,16.67,4.94,8.02,6.79,8.64,3.7,17.28,8.64,16.67,3.7,0,3.7,0,18.52,9.26,9.26,2.47,1.85,3.09,1.85,0,2.47,0,11.11,6.17,4.94,7.41,2.47,4.94,0,3.09,1.85,0,9.26,1.85,0.62,0,0.62,0,0,7.41,0,0,2.47,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.62,1.23,0,0,0,3.7,0,0,16.05,5.56,0,0.62,4.32,0,0,1.23,2.47,3.7,6.79,1.85,17.28,0,11.73,5.56,0,3.09,0,0,0,0,3.09,0
51088_EMPATHY_child_CK.docx,1,106,10.62,6.31,29.13,5.02,53,8.49,83.02,68.87,50.94,18.87,11.32,6.6,0,0,3.77,0,7.55,16.04,2.83,3.77,6.6,14.15,1.89,0.94,6.6,24.53,5.66,3.77,2.83,1.89,0.94,0,14.15,0,13.21,4.72,0,0,5.66,0,2.83,0,11.32,4.72,6.6,6.6,2.83,3.77,0,1.89,1.89,0,12.26,4.72,0,0,0.94,0,3.77,7.55,1.89,0,0,3.77,0,0,0,0,1.89,1.89,0,0,0,0,1.89,0,0,0,0,0,0,1.89,0,0,0,2.83,0,0,0,0,0,0,7.55,6.6,0,1.89,2.83,0.94,0,0.94,0,1.89,11.32,0.94,1.89,0,0.94,0.94,0,6.6,0,0,0.94,0,5.66,0
51033_EMPATHY_child_SS.docx,1,160,4.65,36.48,18.23,99,20,7.5,95,86.25,61.88,20,16.25,8.75,0,0.63,6.88,0,3.75,22.5,3.75,15,4.38,13.13,6.25,7.5,0,21.25,14.38,15,1.88,0,1.88,0,8.75,1.25,7.5,0.63,4.38,1.88,0.63,0,0.63,0,13.75,10.63,3.13,8.75,5.63,3.13,0,0,3.13,0,10,0.63,0,0,0,0,0,8.13,0,0,5.63,1.25,0,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,2.5,0,0,0.63,1.25,0,0,0,1.88,0,0,11.25,9.38,0,3.13,5,2.5,0,0,3.75,3.13,10,0.63,6.25,0,3.75,2.5,0,11.88,0,0,4.38,0,7.5,0
51079_EMPATHY_child_MM.docx,1,153,5.84,55.65,28.76,28.99,12.75,1.96,98.04,90.2,56.21,24.18,9.15,3.92,1.31,1.96,1.96,0,15.03,20.26,1.31,11.76,3.27,10.46,1.96,3.27,1.96,26.14,5.88,11.76,5.23,3.27,1.96,0,8.5,2.61,5.88,1.31,2.61,1.31,0,0,1.31,0,8.5,4.58,3.92,5.88,2.61,3.27,0,0.65,2.61,0,14.38,7.84,0,0,0,0.65,5.23,6.54,1.31,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,1.96,0,0,5.23,4.58,0,3.27,1.31,0,0,0,7.19,1.31,7.84,1.96,13.07,0,2.61,10.46,0,9.15,0,0,7.84,0,1.31,0
51009_EMPATHY_child_SS.docx,1,273,1.61,1,61.86,48.09,273,3.3,92.31,83.52,61.17,20.88,16.48,11.72,0.37,2.56,1.47,0.37,4.4,15.38,2.2,9.52,5.13,15.38,2.93,4.76,8.42,28.57,4.03,11.36,2.93,1.83,1.1,0,13.92,2.2,11.36,2.56,1.83,3.3,0.73,0,3.66,0,5.49,3.66,1.83,3.66,2.2,1.47,0,0,1.1,0,10.62,5.13,1.1,1.1,0,0,3.3,5.49,0.73,0,0.73,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.73,1.1,2.2,0,0,0.73,0.37,0,11.72,5.13,0,2.93,2.93,0,0.37,0.73,0.73,0.37,11.72,4.4,9.52,0.37,3.66,5.49,0.37,7.69,0,0,0,0,7.69,0
51067_EMPATHY_child_SS.docx,1,177,43.72,30.62,7.47,14.09,35.4,10.73,83.05,73.45,48.02,12.99,8.47,3.39,0,0,5.08,0,4.52,23.16,2.26,10.73,7.34,6.21,4.52,1.13,3.39,16.95,9.04,11.86,3.39,2.26,0,1.13,11.86,2.82,9.04,3.95,1.69,1.13,1.13,0,2.26,0,7.34,3.39,3.95,3.39,0.56,2.82,0,0.56,0.56,0,14.12,6.78,0.56,0.56,0.56,1.13,4.52,7.34,2.26,0,1.69,5.08,0,0,0,0,0.56,0,0,0.56,0,0,2.82,0,0,0,0,0,0,1.69,1.13,0,0.56,0,0,0,0,0,0,0,9.04,5.08,0,2.26,0.56,0.56,0.56,1.13,3.95,1.13,9.6,0,9.6,0,5.65,2.82,1.13,3.95,0,0,2.26,0,1.69,0
51049_EMPATHY_child_SS.docx,1,229,25.3,80.68,1,20.23,114.5,10.48,81.22,70.31,50.66,16.59,13.1,1.31,0,1.31,9.61,0.44,3.49,19.65,3.93,10.04,6.55,9.61,3.49,4.8,1.31,20.96,5.68,10.48,2.18,0.44,0.44,1.31,14.41,0.44,13.97,2.62,3.06,0.44,2.62,0.44,3.49,0,5.24,2.62,2.62,2.62,0.44,2.18,0.44,0.87,0.87,0,20.09,6.99,0,0,0.44,0,3.93,12.23,0,0,3.49,6.11,0,0,0,0,2.18,1.31,0,0.87,0,0,0.87,0,0,0,0,0,0,0.87,0,0.87,0.44,0.87,0,0,0,0,0,0.44,3.93,6.11,0,2.18,1.31,1.31,0,1.75,1.75,2.62,8.73,3.06,5.68,0,3.93,1.75,0,5.68,0,0,0.44,0,5.24,0
